uri,text
https://boris.unibe.ch/id/eprint/98743,"Schroer, Silvia Maria"
https://boris.unibe.ch/id/eprint/36681,"Klein Cardoso, Silas"
https://boris.unibe.ch/id/eprint/49231,"Schliesser, Benjamin"
https://boris.unibe.ch/id/eprint/129134,"Hirsch-Luipold, Rainer"
https://boris.unibe.ch/id/eprint/102227,"Klein Cardoso, Silas"
https://boris.unibe.ch/id/eprint/155523,"Hirsch-Luipold, Rainer"
https://boris.unibe.ch/id/eprint/173949,"Rahn, Nancy"
https://boris.unibe.ch/id/eprint/16727,"Schliesser, Benjamin"
https://boris.unibe.ch/id/eprint/16804,"Klein Cardoso, Silas"
https://boris.unibe.ch/id/eprint/67652,"Hirsch-Luipold, Rainer"
https://boris.unibe.ch/id/eprint/171077,"Schroer, Silvia Maria"
https://boris.unibe.ch/id/eprint/28976,"Schliesser, Benjamin"
https://boris.unibe.ch/id/eprint/102253,"Klein Cardoso, Silas"
https://boris.unibe.ch/id/eprint/28977,"Schliesser, Benjamin"
https://boris.unibe.ch/id/eprint/113463,"Schroer, Silvia Maria"
https://boris.unibe.ch/id/eprint/36683,"Klein Cardoso, Silas"
https://boris.unibe.ch/id/eprint/102178,"Klein Cardoso, Silas"
https://boris.unibe.ch/id/eprint/98776,"Schliesser, Benjamin"
https://boris.unibe.ch/id/eprint/102207,"Klein Cardoso, Silas"
https://boris.unibe.ch/id/eprint/37405,"Klein Cardoso, Silas"
https://boris.unibe.ch/id/eprint/102279,"Klein Cardoso, Silas"
https://boris.unibe.ch/id/eprint/135696,"Hirsch-Luipold, Rainer"
https://boris.unibe.ch/id/eprint/25174,"Schliesser, Benjamin"
https://boris.unibe.ch/id/eprint/32807,"Schliesser, Benjamin"
https://boris.unibe.ch/id/eprint/171282,"Hirsch-Luipold, Rainer"
https://boris.unibe.ch/id/eprint/102198,"Klein Cardoso, Silas"
https://boris.unibe.ch/id/eprint/32867,"Schliesser, Benjamin"
https://boris.unibe.ch/id/eprint/16872,"Hirsch-Luipold, Rainer"
https://boris.unibe.ch/id/eprint/102210,"Klein Cardoso, Silas"
